DOW.Sunday,DOW.Monday,DOW.Tuesday,DOW.Wednesday,DOW.Thursday,DOW.Friday,DOW.Saturday,ROH0,ROH1,ROH2,ROH3,ROH4,ROH5,ROH6,ROH7,ROH14,ROH21,ROH30,ROH60,ROH90
0,0,1,0,0,0,0,-0.8248530462344763,-0.8398706920568826,-0.8520428182679721,-0.8430137937343934,-0.8382590428407961,-0.7387577731415709,-0.5937516318966755,-0.2758750014993758,0.16468775762869914,0.5336927234346892,0.7727533984896064,0.16681345838134964,-0.44624893648872543
0,0,0,0,0,1,0,0.0999821874223606,-0.11902923565643775,-0.14216201086891522,-0.03516855470540159,-0.10187206344892319,-0.5301015089096768,-0.4597576113837648,-0.4096966769153098,-0.016208076156167373,-0.1122603310836574,-1.9265537190723143,-1.6477206731171856,-0.332544273604343
0,0,0,0,0,0,1,-0.5402883589554496,-0.5869544125101351,-0.5835171488012312,-0.6472049796342239,-0.4316622079371486,-0.3554736111001948,-0.5505476962295957,-0.7755122906030696,-0.41109160381901155,-0.7184485426689723,-0.7649834649696574,-2.00920383625872,-0.3998037602067211
0,1,0,0,0,0,0,1.2382409365384675,1.3535757940684914,1.3860564901211,1.256689452403325,1.585118376737209,1.5869344487157448,1.511934541351135,1.7854462896821468,1.0494955644169757,1.5815238516996706,1.1467794758330538,0.41192021774507204,0.033892757014421626
0,0,0,0,1,0,0,0.5979703901606575,0.48551111167731564,0.39503615937700753,0.45990691004235956,0.5163677640248401,0.6783780571908395,0.9122489781189799,0.6791123077431298,0.7942318428726782,-0.11006435187165298,0.29140615264440717,-0.08101628816709217,-0.07572713259088282
0,0,0,0,0,1,0,-0.6825707025949629,-0.29778995561645516,-0.34113112527626344,-0.2487464851269554,-0.5622840257486592,-0.3800705129963462,-0.3661482036597739,-0.28505459465489197,0.2510965363858677,-0.13987289930120772,-0.8492505688336873,0.04472590204221949,0.4345513862273314
0,0,0,1,0,0,0,0.45568804652114403,0.6368851796275803,0.6400011910497974,1.0238286652305288,0.5747332555291167,0.4240155236516858,0.33269867325261254,0.48185816948214777,0.48750519633793665,0.7419807452511266,0.6980007341304368,0.12520276991367196,0.4833274053982781
0,0,0,0,0,1,0,-0.11344132803690944,-0.14712869634808667,-0.2258624450304182,-0.11736992549231917,-0.07467524852418217,-0.4230667806233268,0.04222198489367038,0.19411919453665782,-0.3763816599957357,-0.13563508555433534,-0.7732871055592794,0.14635012201334296,-0.332553081628715
0,0,1,0,0,0,0,-0.11344132803690944,-0.0403535419779284,0.057508280969888775,0.45443824339818384,0.196976492277543,0.36033090737307294,0.51098731501162,0.6132619911689565,1.0029318080468768,1.052417387692795,1.5595908067313604,0.5710781977346036,0.3740121864631079
0,0,0,1,0,0,0,-0.39800601531593616,-0.5323485510475598,-0.3036060805617165,-0.32425962084232873,-0.23360475039433126,-0.39342848751182435,-0.4323213168435719,-0.1472430531835509,0.23358116701289244,0.34763992194850213,0.6117151124457809,-0.013238856646905717,-0.29193804426425185
1,0,0,0,0,0,0,1.167099764718711,1.0798174992791436,1.6606096824309435,0.9850948358296907,1.5987145756036152,1.572067036713717,2.12922612546281,0.8264002464351922,0.7606726067205303,1.553587476659612,0.1357799376702542,0.333680693728325,0.2992667441467896
0,0,0,0,1,0,0,0.31340570288163067,0.38096632407676356,0.17904620248230008,0.2544909628554015,0.32732316473468037,-0.023141373326991843,0.2818376816780399,0.10906840478348506,-0.2566024834473586,-0.02333025398201516,0.14482718039987752,0.1956279580989102,-0.22415270064501858
1,0,0,0,0,0,0,-0.895994218054233,-0.6637423731272118,-0.6659080293812503,-0.8012077663854855,-0.496095388938258,-0.6404694051110882,-0.6807946244725749,-0.830764165926207,-0.39096109371268106,-0.40676808291912225,-0.5319579500100371,-0.17110806824209557,-0.691942419738881
0,0,1,0,0,0,0,0.028841015602603926,-0.14285678878736152,-0.09607710393125163,0.3617276155263309,0.27400400426768456,0.3167548627010377,0.5087228619783482,0.5840782548470661,0.846628967853511,0.7054479755919353,0.8352280370044389,0.2690844182450207,-0.397119880416045
0,0,0,0,0,1,0,1.167099764718711,0.9409588857230011,1.1809781249436586,0.7552224270457122,0.7937845854230345,1.0119069667548168,1.144312255720504,1.0711177030321068,0.7588319316123622,0.3349553456758336,0.494749989162484,0.08460154254168839,-0.332553081628715
1,0,0,0,0,0,0,0.1711233592421173,0.2335792702445334,0.33311556344458726,0.24740068866739662,0.7504018481166463,0.23967809068007728,0.34856245155754234,0.2164050340988905,0.1687549571362199,0.44594290957730254,0.6790070260542707,0.0019379176797764686,-0.7124880770991366
0,0,1,0,0,0,0,0.24226453106187398,0.12920900412181946,0.23972335744065051,0.687807834582636,0.6029138726660386,0.618553078674946,0.8199062567606432,0.4621685711124137,0.33332424125699145,-0.09862329870025666,0.689656602877522,0.37775236613010144,0.3518711362813643
0,0,0,0,1,0,0,-0.11344132803690944,0.03745169344933297,0.14163230034082253,0.15563419010473653,0.3266482894081961,0.4971603051009632,0.555254855003455,0.7087025157967248,0.21711840663626214,0.1779649108271707,0.2827332366204147,0.23936487864956857,0.055409148714273826
1,0,0,0,0,0,0,0.0999821874223606,0.08475045329064801,0.10376561479154667,0.2828717813009304,0.2512107320978383,0.37678804786961084,0.3116878742129454,0.4631175264760487,0.13965250859494205,0.09710760613036418,0.06996660097160134,0.20574158953245747,0.2501485140319144
0,0,1,0,0,0,0,-0.8248530462344763,-0.6340740161492351,-1.0212579122996364,-0.5901539112987827,-0.07167364406258692,-0.512637040731267,-0.6879726806921072,-0.3466771471336855,0.28962610733118055,0.5023172419902192,-0.3320666650487101,-1.6855076961183708,-0.4395529845272328
0,0,0,1,0,0,0,1.0248174210791976,1.5594972099121414,1.0366650431933084,1.071089672168096,0.7253661526409672,0.5488712906853883,0.4597212932346375,0.13905271658128804,0.2601506492669392,0.0949738513166477,0.460411734361426,-0.3051559823044234,-0.3167179699474256
1,0,0,0,0,0,0,-0.7537118744147197,-1.0080190605868995,-0.9520414779478767,-0.7379544440706505,-1.0344276720924794,-0.5917795068755143,-0.5618110197913504,-0.2284566371419336,-0.5266459284399447,-0.5807030346447464,-0.27245684222478594,0.1416964185708276,0.2501485140319144
0,0,1,0,0,0,0,1.0959585928989541,0.8423911836035237,1.0573450344499884,1.2990533117091654,1.095542744591409,0.978220209332179,0.7640435238006726,0.5059792427424358,0.3074993246475026,-0.03583384308682869,-0.17187091353697515,0.10427253080689347,-0.44624893648872543
0,0,0,0,1,0,0,-0.11344132803690944,-0.2353367456701969,-0.04769066315973447,0.16621301307123804,0.10164632468280033,-0.17096607654823748,0.29071441289667516,-0.06299293928746497,0.028979717471843802,-0.48997143696986545,0.06864949489784289,-0.06896485848534661,-0.08882311757940231
0,0,0,1,0,0,0,0.1711233592421173,0.29361386768752396,0.40873283777715563,0.3466675772968064,0.6185791592137204,0.4371834407835409,0.4915750185161139,0.06297170485351788,0.06881327823898342,0.5876302420535177,0.21937793666391192,-0.02578515836510009,-0.28956421297292145
0,1,0,0,0,0,0,1.167099764718711,1.2521962829737767,1.0093402667550082,1.2310356265926967,1.0544695029348028,1.0350143702373016,1.2036716557192635,1.0757894450866747,1.4098152098328356,1.7917763444902242,1.3931804599055426,0.6725492147937226,0.8663218984355336
0,0,0,1,0,0,0,-0.9671353898739896,-0.7932184011007313,-0.5333178550519228,-0.5637586894506317,-0.7670317461537048,-0.5699683774765743,-0.4564319950672927,-0.5278678782425761,-0.27056089272696315,-0.11939970080059115,0.3373883260932673,-0.09275854194256183,-0.10301001728007941
0,1,0,0,0,0,0,1.380523280177981,1.3708136032958431,1.36287474620069,1.1418295787075836,1.2859570776353637,1.1853557973678344,1.109168548935455,0.629666681628459,0.6181662455990322,0.5802619921580063,1.0531547986725376,0.43645932638676466,0.8663218984355336
0,1,0,0,0,0,0,0.9536762492594408,1.2577156321869765,1.3028212701366202,1.5222359682883413,1.5479054674357111,1.6011613070366666,1.7611311793434743,1.6602853054855613,0.3326948654100286,-0.40773689563072757,0.8000695977163028,0.29350255029517736,0.8663218984355336
0,0,0,0,0,1,0,-0.8248530462344763,-0.6497955402530082,-0.5859528087474285,-0.8669394898114196,-0.6441176931496257,-0.7476669344789628,-0.4772241591941308,-0.39782975666494713,-0.5843629861571875,-0.02346976809256154,-0.9714119005487634,0.24733387355190328,-0.30495089859527236
1,0,0,0,0,0,0,0.24226453106187398,0.17817186948429398,0.263069772138095,-0.07566553186610192,-0.41883365733800426,-0.30619526789606777,-0.24211275555079287,-0.01560766938717956,-0.42913524563811745,-1.1615401611910676,-0.5581770471454917,-0.5356592906214495,-0.672376473855254
0,0,0,0,0,1,0,0.0999821874223606,0.37473167070169566,0.42930665761110676,0.4004917511272592,0.40734871671421624,0.7262603417423907,0.7857433564374907,0.7874171236862002,0.5510158472155866,0.267834016569914,0.7127233953538163,0.2325041816972011,0.4345513862273314
0,0,0,1,0,0,0,-0.895994218054233,-0.8219616504540708,-0.5811699414582882,-0.7039063863495794,-0.5868786602856129,-0.626306464266909,-0.6023758356613136,-0.49492634817798287,0.07284594305606706,0.3554593384640622,0.3838431698782938,0.06427511236256267,0.4833274053982781
0,0,0,0,0,1,0,0.9536762492594408,0.663513180548001,0.6042706318438394,0.7777038677211607,0.5401888325238984,0.7007483798184002,0.7831211459064695,0.7679177857259197,1.0385055040747782,-0.028582023340751772,0.6593247565084974,0.8440674825815939,0.44093217232309323
1,0,0,0,0,0,0,-0.6825707025949629,-0.78848049189012,-0.9023733488516701,-0.9663734450378056,-0.7984780586768867,-0.7131736942780367,-0.6262830365844021,-0.6214711665751392,-0.31632287012511817,-0.27683004189053384,-0.3724261792024066,0.148775891382247,0.18539794545070176
0,0,0,0,0,1,0,1.167099764718711,1.3595227665138123,1.1355669050403165,1.5558645389445533,1.2721775746936648,1.3356053876250318,1.3251745578222522,1.203376473685686,1.5112457964029122,0.6168813885094241,1.3861728379373268,1.8943690363848902,0.4409322038139809
0,0,0,0,1,0,0,0.5268292183409007,0.05681431729493003,0.07000108500985591,0.23557860810471185,0.39945062478506044,0.37648437755538344,0.4407289764515962,0.38631912505648347,0.522314240604965,0.5256559088937852,0.322424428831932,0.44297775591347177,0.8226463831062971
0,1,0,0,0,0,0,1.380523280177981,1.3946202209490124,1.4632965163871057,1.5498430997887285,1.4460017730282901,1.3124465143731103,1.2484453343807878,0.9388266200240986,0.8312256391612305,0.1685174407919101,0.7572038094529709,0.49507806679816113,0.887992002364399
0,0,0,0,0,0,1,-0.39800601531593616,-0.3359903986765349,-0.23545887273572125,-0.4416733683444789,-0.5894879069454144,-0.22131192315116532,-0.12978579036543805,-0.0403000541368127,0.019684119206067052,0.21360729759026376,0.2414201749338405,-0.15092099282624916,-0.3920209249256101
1,0,0,0,0,0,0,-0.04230015621715276,0.061158083269852836,-0.05639995038021128,-0.514823288082976,-0.2891274428888826,-0.37581878849569605,-0.33430795299996424,-0.22009894305800434,-0.3992335490450989,-0.40892495337447343,-0.5131755296167038,-0.06035156846259415,0.14604956351955245
0,1,0,0,0,0,0,2.3764996856545744,2.1714844496462566,2.1546225869549334,1.718987509323166,2.597328552626773,2.52782337003587,2.30082386966632,2.2421015031165106,2.264107234166276,1.7640107299106145,1.1540707694090986,1.0637413096149222,1.2008879924804368
0,0,0,0,0,1,0,2.2342173420150613,2.0773869308268953,1.8949495388287005,2.0244658865237417,2.394151471979373,2.3027282394224287,1.7991795378887259,2.268963816177334,1.919360180628809,1.8481409490569125,1.7312562409086354,1.9083369035871625,0.44137197043104237
0,0,0,0,0,0,1,0.5268292183409007,0.4320262767816484,0.45185196979039693,0.1991841240953193,0.19836378051447445,0.2344279029522789,0.18890855563689915,0.17551877858936793,0.31378664255512234,0.5147295487965639,0.36201987998613916,0.18840775944582022,0.3972551985981771
1,0,0,0,0,0,0,0.028841015602603926,-0.06877057780459284,-0.4687460912187227,-0.24189195764571436,-0.28108760934307897,-0.654729808404714,-0.7770399729337479,-0.6208804546460363,-0.6574930201140461,-0.7306266729703665,-0.49193207068760536,-0.2521848013453729,-0.6144721035617595
0,1,0,0,0,0,0,1.4516644519977375,1.3490919578801714,1.1765397398433817,1.2892049261022454,1.1558574665250605,0.8774193063087243,0.9455630575332962,0.7923072729963593,1.0277657458766676,1.5807994590308123,1.1692777628017783,0.5554664996690841,0.910707983340155
0,0,0,0,1,0,0,-0.39800601531593616,-0.8367271996011478,-0.8502998326170431,-0.6747099343989851,-0.866409470083854,-0.9130567995405641,-0.9518593004617061,-0.431750458169693,-0.07852597801536687,-1.0570178174869145,-1.1784307571815953,0.19546636324772804,0.7864427766824797
0,1,0,0,0,0,0,1.167099764718711,0.7682123599770916,0.7567374144026796,0.7021183557642657,0.9016963858746241,0.7033333491382443,0.7999838206987026,0.2885997295740104,0.3115212218744223,-0.1942073011930172,0.6571424280793923,0.3795671914003662,0.8451184125386071
1,0,0,0,0,0,0,-0.18458249985666614,-0.5159616443863038,-0.45094129889401646,-0.24786017922591352,-0.21515649422489247,-0.23867508527769088,-0.40523754003581525,-0.1788995071693981,-0.3824110142967143,-0.17590882489112025,-0.308251311093267,-0.04202428370508837,0.19978070016429464
0,0,0,0,0,0,1,0.31340570288163067,0.04757246209659982,0.09265553502462587,-0.28033512946989225,-0.35376768561871597,-0.3758051848930344,-0.6550142363565061,-0.6321420266469737,-0.43932577445736776,-0.7222350503769438,-0.7628756238992813,-0.2595288569314156,-0.38846803806146335
0,0,0,0,0,1,0,0.5979703901606575,0.13300588959054926,0.11297792346569646,0.6567496777165854,0.30533589637686465,0.6970378492043756,0.7424693595197865,0.8411009646386525,-0.192773369663084,-0.9443694202212022,0.3358825514321415,0.7371175019010459,-0.332553081628715
1,0,0,0,0,0,0,0.1711233592421173,0.1234738413938945,0.04669522001522841,-0.2922702738055264,-0.20232690601184622,-0.5740050302613611,-0.5921077837491702,-0.6402134644956149,-0.28991504920993627,-0.4857549931152483,-0.47590279878389596,-0.2112775115416765,-0.7124880770991366
1,0,0,0,0,0,0,-0.04230015621715276,-0.10835359317447524,-0.10367865300085866,0.2118504804676452,-0.033283626480634876,-0.016568320284662263,0.2318652586004192,0.18149671317440716,0.232047024466989,0.17311093796174726,0.3628363704187576,0.047143631668628005,-0.691942419738881
0,0,1,0,0,0,0,0.31340570288163067,0.36791935240796825,0.5573539859901485,0.6058589086840013,0.4830763690337463,0.6028015960506199,0.7428982253078376,0.8018708907478891,0.7416386612862453,0.5032740417257017,0.5818003948526393,0.5978533288265118,-0.44624893648872543
0,0,0,0,1,0,0,-0.3268648434961795,-0.42923354468693464,-0.7656640599673316,-0.764903733260776,-0.7967414766923993,-0.7666567840422585,-0.8906627541723149,-0.5997445061841792,-0.6778045473195289,-0.14571010770100423,-0.009102647240435857,0.13885330488030578,-0.06277120583953755
1,0,0,0,0,0,0,-1.536264764432043,-1.5470491923690814,-1.4981256585075609,-1.7634583413051765,-1.5171903328607192,-1.726008351875007,-1.5245827804083762,-1.8451919630730296,-1.5444753761267371,-1.1563845592441462,-0.6563429635206481,-0.2112775115416765,-0.7124880770991366
0,1,0,0,0,0,0,-2.0342529671703398,-1.7960806381466816,-1.7927130126210908,-1.8228378099134301,-1.4714078704424642,-1.840452831763134,-1.6854978220619912,-1.7066485266959421,-1.9733258791859734,-0.6743127252141257,-0.7833200737667565,0.43645932638676466,0.8663218984355336
0,1,0,0,0,0,0,2.020793826555791,2.1026665389758055,2.4176829643365956,1.6520982697012376,1.7951975147879529,1.6840304046385342,1.646343833017254,1.8900820888629681,1.1102169100515846,1.650725535439719,0.9059059619353129,0.5908424934107364,0.8663218984355336
0,0,0,0,0,1,0,-0.6114295307752062,-0.825531823592947,-0.908819492896893,-0.9933054345318998,-1.2677013899416139,-1.0238225328656623,-0.8645249445634982,-0.5412107206315013,-0.7349988196887374,-0.3893247465460584,-0.8016841694271433,0.15329281927433125,0.4409301918771336
0,1,0,0,0,0,0,-0.2557236716764228,-0.322845493742804,-0.2576147588328349,-0.30462058211722365,-0.22259091944587484,-0.27608612058710236,-0.11357895204034119,-0.4588491622971094,0.053274428702251964,-0.5029046972863045,-0.39331236928166113,-0.23605836121219245,0.015986245506528718
0,0,0,1,0,0,0,-0.2557236716764228,-0.33564848608660824,-0.503690470759078,-0.4975663811015547,-0.3555554001593748,-0.273154998025388,-0.34379124854426796,-0.1107905295878151,-0.5000879893847991,-0.39664306132190486,0.10649918546652293,-0.11041237187947339,-0.3167179699474256
0,0,0,0,1,0,0,-0.18458249985666614,-0.4783509530386283,-0.36609239517695835,-0.0372625990547212,-0.5136951682336348,-0.36353916360833693,-0.35949582388975004,-0.21375121510335746,0.19988368565538384,-0.2437420137029861,0.1294486313975205,-0.01345275272404467,-0.08882311757940231
0,0,1,0,0,0,0,-1.6074059362517998,-1.9069096182822325,-1.9915713707522817,-1.8947091543806664,-1.8812139612021306,-1.742218264658608,-1.7542582142957688,-1.8218787876439144,-1.9494758101381588,-1.3283590251610518,-1.8780701651239076,-0.5294714176783837,-0.4608439176854122
1,0,0,0,0,0,0,-1.3939824207925298,-1.2521796850823361,-1.1254069278632823,-1.2734496097308619,-1.557244492592163,-1.1591833332322996,-1.0940898014721212,-1.1572604562387128,-1.520256564986811,-1.1673033211173975,-0.5321607830127077,-0.15427461939143194,-0.6144721035617595
0,0,0,0,0,0,1,0.9536762492594408,0.501539197873605,0.735912639373686,0.22444946227933382,0.22493941527055306,0.3264018655770169,0.14521202256262133,0.009752486670737887,-0.39255270216009475,-0.15212505721304181,-0.6992280147298104,-0.3298749225626316,-0.3957950977758741
